Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time
2020-09-13,Barbell Squat,Legs,45.0,10,,,
2020-09-13,Barbell Squat,Legs,75.0,8,,,
2020-09-13,Barbell Squat,Legs,95.0,6,,,
2020-09-13,Barbell Squat,Legs,115.0,5,,,
2020-09-13,Barbell Squat,Legs,135.0,5,,,
2020-09-13,Barbell Squat,Legs,135.0,5,,,
2020-09-13,Barbell Squat,Legs,135.0,7,,,
2020-09-13,Romanian Deadlift,Legs,45.0,12,,,
2020-09-13,Romanian Deadlift,Legs,55.0,12,,,
2020-09-13,Romanian Deadlift,Legs,65.0,10,,,
2020-09-13,Romanian Deadlift,Legs,65.0,10,,,
2020-09-13,Romanian Deadlift,Legs,65.0,12,,,
2020-09-13,Barbell Front Squat,Legs,45.0,12,,,
2020-09-13,Barbell Front Squat,Legs,45.0,10,,,
2020-09-13,Barbell Front Squat,Legs,45.0,10,,,
2020-09-13,Lying Leg Curl,Legs,35.0,12,,,
2020-09-13,Lying Leg Curl,Legs,35.0,12,,,
2020-09-13,Lying Leg Curl,Legs,35.0,12,,,
2020-09-15,Flat Barbell Bench Press,Chest,45.0,10,,,
2020-09-15,Flat Barbell Bench Press,Chest,75.0,8,,,
2020-09-15,Flat Barbell Bench Press,Chest,95.0,6,,,
2020-09-15,Flat Barbell Bench Press,Chest,135.0,5,,,
2020-09-15,Flat Barbell Bench Press,Chest,135.0,4,,,
2020-09-15,Flat Barbell Bench Press,Chest,135.0,5,,,
2020-09-15,Flat Barbell Bench Press,Chest,135.0,5,,,
2020-09-15,Flat Barbell Bench Press,Chest,135.0,4,,,
2020-09-15,Overhead Press,Shoulders,45.0,10,,,
2020-09-15,Overhead Press,Shoulders,65.0,10,,,
2020-09-15,Overhead Press,Shoulders,75.0,8,,,
2020-09-15,Overhead Press,Shoulders,75.0,7,,,
2020-09-15,Incline Barbell Bench Press,Chest,85.0,8,,,
2020-09-15,Incline Barbell Bench Press,Chest,85.0,5,,,
2020-09-15,Incline Barbell Bench Press,Chest,75.0,6,,,
2020-09-15,Rope Push Down,Triceps,50.0,12,,,
2020-09-15,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2020-09-15,Rope Push Down,Triceps,50.0,12,,,
2020-09-15,Lateral Dumbbell Raise,Shoulders,8.0,15,,,
2020-09-15,Rope Push Down,Triceps,60.0,12,,,
2020-09-15,Lateral Dumbbell Raise,Shoulders,8.0,15,,,
2020-09-15,Dumbbell Overhead Triceps Extension,Triceps,20.0,10,,,
2020-09-15,Lateral Dumbbell Raise,Shoulders,8.0,15,,,
2020-09-15,Dumbbell Overhead Triceps Extension,Triceps,20.0,12,,,
2020-09-15,Lateral Dumbbell Raise,Shoulders,8.0,15,,,
2020-09-15,Dumbbell Overhead Triceps Extension,Triceps,20.0,12,,,
2020-09-15,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2020-09-16,Barbell Squat,Legs,45.0,10,,,
2020-09-16,Barbell Squat,Legs,95.0,8,,,
2020-09-16,Barbell Squat,Legs,115.0,6,,,
2020-09-16,Barbell Squat,Legs,135.0,3,,,
2020-09-16,Barbell Squat,Legs,155.0,5,,,
2020-09-16,Barbell Squat,Legs,155.0,5,,,
2020-09-16,Barbell Squat,Legs,155.0,10,,,
2020-09-16,Romanian Deadlift,Legs,45.0,12,,,
2020-09-16,Romanian Deadlift,Legs,75.0,12,,,
2020-09-16,Romanian Deadlift,Legs,75.0,12,,,
2020-09-16,Romanian Deadlift,Legs,75.0,12,,,
2020-09-16,Hip Thrust,Legs,45.0,12,,,
2020-09-16,Hip Thrust,Legs,65.0,12,,,
2020-09-16,Hip Thrust,Legs,65.0,12,,,
2020-09-16,Barbell Front Squat,Legs,45.0,12,,,
2020-09-16,Barbell Front Squat,Legs,45.0,12,,,
2020-09-16,Barbell Front Squat,Legs,45.0,12,,,
2020-09-16,Lying Leg Curl,Legs,40.0,12,,,
2020-09-16,Lying Leg Curl,Legs,40.0,12,,,
2020-09-16,Lying Leg Curl,Legs,40.0,15,,,
2020-09-17,Bent Over Barbell Row,Back,45.0,12,,,
2020-09-17,Bent Over Barbell Row,Back,75.0,8,,,
2020-09-17,Bent Over Barbell Row,Back,95.0,6,,,
2020-09-17,Bent Over Barbell Row,Back,125.0,5,,,
2020-09-17,Bent Over Barbell Row,Back,125.0,5,,,
2020-09-17,Bent Over Barbell Row,Back,125.0,5,,,
2020-09-17,Bent Over Barbell Row,Back,125.0,5,,,
2020-09-17,Bent Over Barbell Row,Back,125.0,7,,,
2020-09-17,Lat Pulldown (Pulley),Back,140.0,12,,,
2020-09-17,Lat Pulldown (Pulley),Back,140.0,12,,,
2020-09-17,Lat Pulldown (Pulley),Back,140.0,12,,,
2020-09-17,Seated Cable Row (Pulley),Back,120.0,12,,,
2020-09-17,Seated Cable Row (Pulley),Back,120.0,12,,,
2020-09-17,Seated Cable Row (Pulley),Back,120.0,12,,,
2020-09-17,Face Pull (Pulley),Back,25.0,20,,,
2020-09-17,Face Pull (Pulley),Back,25.0,20,,,
2020-09-17,Face Pull (Pulley),Back,25.0,20,,,
2020-09-17,Face Pull (Pulley),Back,25.0,20,,,
2020-09-17,Face Pull (Pulley),Back,25.0,20,,,
2020-09-17,Dumbbell Hammer Curl,Biceps,10.0,12,,,
2020-09-17,Dumbbell Hammer Curl,Biceps,10.0,12,,,
2020-09-17,Dumbbell Hammer Curl,Biceps,10.0,12,,,
2020-09-17,Dumbbell Hammer Curl,Biceps,10.0,12,,,
2020-09-17,Dumbbell Curl,Biceps,10.0,12,,,
2020-09-17,Dumbbell Curl,Biceps,10.0,12,,,
2020-09-17,Dumbbell Curl,Biceps,10.0,12,,,
2020-09-17,Dumbbell Curl,Biceps,10.0,12,,,
2020-09-18,Overhead Press,Shoulders,45.0,10,,,
2020-09-18,Overhead Press,Shoulders,65.0,8,,,
2020-09-18,Overhead Press,Shoulders,85.0,5,,,
2020-09-18,Overhead Press,Shoulders,85.0,5,,,
2020-09-18,Overhead Press,Shoulders,85.0,5,,,
2020-09-18,Overhead Press,Shoulders,85.0,5,,,
2020-09-18,Overhead Press,Shoulders,85.0,8,,,
2020-09-18,Flat Barbell Bench Press,Chest,45.0,15,,,
2020-09-18,Flat Barbell Bench Press,Chest,75.0,12,,,
2020-09-18,Flat Barbell Bench Press,Chest,95.0,8,,,
2020-09-18,Flat Barbell Bench Press,Chest,105.0,12,,,
2020-09-18,Flat Barbell Bench Press,Chest,105.0,11,,,
2020-09-18,Flat Barbell Bench Press,Chest,105.0,8,,,
2020-09-18,Incline Dumbbell Bench Press,Chest,25.0,12,,,
2020-09-18,Incline Dumbbell Bench Press,Chest,25.0,10,,,
2020-09-18,Incline Dumbbell Bench Press,Chest,25.0,10,,,
2020-09-18,Rope Push Down,Triceps,70.0,12,,,
2020-09-18,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2020-09-18,Rope Push Down,Triceps,70.0,12,,,
2020-09-18,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2020-09-18,Rope Push Down,Triceps,70.0,10,,,
2020-09-18,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2020-09-18,Cable Overhead Triceps Extension,Triceps,50.0,12,,,
2020-09-18,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2020-09-18,Cable Overhead Triceps Extension,Triceps,50.0,12,,,
2020-09-18,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2020-09-18,Cable Overhead Triceps Extension,Triceps,50.0,10,,,
2020-09-18,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2020-09-19,Barbell Squat,Legs,45.0,10,,,
2020-09-19,Barbell Squat,Legs,95.0,8,,,
2020-09-19,Barbell Squat,Legs,135.0,5,,,
2020-09-19,Barbell Squat,Legs,155.0,3,,,
2020-09-19,Barbell Squat,Legs,175.0,5,,,
2020-09-19,Barbell Squat,Legs,175.0,5,,,
2020-09-19,Barbell Squat,Legs,175.0,8,,,
2020-09-19,Hip Thrust,Legs,85.0,12,,,
2020-09-19,Hip Thrust,Legs,85.0,12,,,
2020-09-19,Hip Thrust,Legs,85.0,12,,,
2020-09-19,Romanian Deadlift,Legs,45.0,12,,,
2020-09-19,Romanian Deadlift,Legs,80.0,12,,,
2020-09-19,Romanian Deadlift,Legs,80.0,12,,,
2020-09-19,Romanian Deadlift,Legs,80.0,12,,,
2020-09-19,Barbell Front Squat,Legs,55.0,10,,,
2020-09-19,Barbell Front Squat,Legs,55.0,12,,,
2020-09-19,Barbell Front Squat,Legs,55.0,12,,,
2020-09-19,Lying Leg Curl,Legs,45.0,12,,,
2020-09-19,Lying Leg Curl,Legs,45.0,12,,,
2020-09-19,Lying Leg Curl,Legs,45.0,12,,,
2020-09-21,Deadlift,Back,45.0,5,,,
2020-09-21,Deadlift,Back,95.0,5,,,
2020-09-21,Deadlift,Back,135.0,5,,,
2020-09-21,Deadlift,Back,185.0,5,,,
2020-09-21,Deadlift,Back,205.0,5,,,
2020-09-21,Deadlift,Back,225.0,5,,,
2020-09-21,Lat Pulldown (Pulley),Back,90.0,12,,,
2020-09-21,Lat Pulldown (Pulley),Back,150.0,12,,,
2020-09-21,Lat Pulldown (Pulley),Back,150.0,12,,,
2020-09-21,Lat Pulldown (Pulley),Back,150.0,12,,,
2020-09-21,V-Grip Seated Cable Row (Pulley),Back,140.0,12,,,
2020-09-21,V-Grip Seated Cable Row (Pulley),Back,140.0,12,,,
2020-09-21,V-Grip Seated Cable Row (Pulley),Back,140.0,12,,,
2020-09-21,Face Pull (Pulley),Back,30.0,15,,,
2020-09-21,Face Pull (Pulley),Back,30.0,20,,,
2020-09-21,Face Pull (Pulley),Back,30.0,20,,,
2020-09-21,Face Pull (Pulley),Back,30.0,20,,,
2020-09-21,Face Pull (Pulley),Back,30.0,20,,,
2020-09-21,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2020-09-21,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2020-09-21,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2020-09-21,Dumbbell Hammer Curl,Biceps,15.0,10,,,
2020-09-21,Dumbbell Curl,Biceps,15.0,9,,,
2020-09-21,Dumbbell Curl,Biceps,15.0,10,,,
2020-09-21,Dumbbell Curl,Biceps,15.0,8,,,
2020-09-21,Dumbbell Curl,Biceps,15.0,7,,,
2020-09-22,Flat Barbell Bench Press,Chest,45.0,12,,,
2020-09-22,Flat Barbell Bench Press,Chest,95.0,8,,,
2020-09-22,Flat Barbell Bench Press,Chest,115.0,5,,,
2020-09-22,Flat Barbell Bench Press,Chest,135.0,5,,,
2020-09-22,Flat Barbell Bench Press,Chest,135.0,5,,,
2020-09-22,Flat Barbell Bench Press,Chest,135.0,5,,,
2020-09-22,Flat Barbell Bench Press,Chest,135.0,4,,,
2020-09-22,Flat Barbell Bench Press,Chest,135.0,4,,,
2020-09-22,Overhead Press,Shoulders,45.0,10,,,
2020-09-22,Overhead Press,Shoulders,70.0,8,,,
2020-09-22,Overhead Press,Shoulders,70.0,9,,,
2020-09-22,Overhead Press,Shoulders,70.0,9,,,
2020-09-22,Incline Barbell Bench Press,Chest,80.0,8,,,
2020-09-22,Incline Barbell Bench Press,Chest,80.0,8,,,
2020-09-22,Incline Barbell Bench Press,Chest,80.0,6,,,
2020-09-22,Rope Push Down,Triceps,70.0,12,,,
2020-09-22,Lateral Dumbbell Raise,Shoulders,10.0,15,,,
2020-09-22,Rope Push Down,Triceps,70.0,12,,,
2020-09-22,Lateral Dumbbell Raise,Shoulders,10.0,15,,,
2020-09-22,Rope Push Down,Triceps,70.0,12,,,
2020-09-22,Lateral Dumbbell Raise,Shoulders,10.0,15,,,
2020-09-22,Cable Overhead Triceps Extension,Triceps,50.0,12,,,
2020-09-22,Lateral Dumbbell Raise,Shoulders,10.0,15,,,
2020-09-22,Cable Overhead Triceps Extension,Triceps,50.0,12,,,
2020-09-22,Lateral Dumbbell Raise,Shoulders,10.0,15,,,
2020-09-22,Cable Overhead Triceps Extension,Triceps,50.0,12,,,
2020-09-22,Lateral Dumbbell Raise,Shoulders,10.0,20,,,
2020-09-23,Barbell Squat,Legs,45.0,10,,,
2020-09-23,Barbell Squat,Legs,95.0,8,,,
2020-09-23,Barbell Squat,Legs,135.0,5,,,
2020-09-23,Barbell Squat,Legs,165.0,3,,,
2020-09-23,Barbell Squat,Legs,180.0,5,,,
2020-09-23,Barbell Squat,Legs,180.0,5,,,
2020-09-23,Barbell Squat,Legs,180.0,10,,,
2020-09-23,Hip Thrust,Legs,90.0,12,,,
2020-09-23,Hip Thrust,Legs,90.0,12,,,
2020-09-23,Hip Thrust,Legs,90.0,12,,,
2020-09-23,Romanian Deadlift,Legs,85.0,12,,,
2020-09-23,Romanian Deadlift,Legs,85.0,12,,,
2020-09-23,Romanian Deadlift,Legs,85.0,12,,,
2020-09-23,Barbell Front Squat,Legs,65.0,12,,,
2020-09-23,Barbell Front Squat,Legs,65.0,12,,,
2020-09-23,Barbell Front Squat,Legs,65.0,12,,,
2020-09-23,Lying Leg Curl,Legs,55.0,12,,,
2020-09-23,Lying Leg Curl,Legs,55.0,10,,,
2020-09-23,Lying Leg Curl,Legs,55.0,10,,,
2020-09-24,Bent Over Barbell Row,Back,45.0,12,,,
2020-09-24,Bent Over Barbell Row,Back,75.0,8,,,
2020-09-24,Bent Over Barbell Row,Back,95.0,6,,,
2020-09-24,Bent Over Barbell Row,Back,130.0,5,,,
2020-09-24,Bent Over Barbell Row,Back,130.0,5,,,
2020-09-24,Bent Over Barbell Row,Back,130.0,5,,,
2020-09-24,Bent Over Barbell Row,Back,130.0,5,,,
2020-09-24,Bent Over Barbell Row,Back,130.0,6,,,
2020-09-24,Lat Pulldown (Pulley),Back,150.0,12,,,
2020-09-24,Lat Pulldown (Pulley),Back,150.0,12,,,
2020-09-24,Lat Pulldown (Pulley),Back,150.0,12,,,
2020-09-24,V-Grip Seated Cable Row (Pulley),Back,160.0,12,,,
2020-09-24,V-Grip Seated Cable Row (Pulley),Back,160.0,12,,,
2020-09-24,V-Grip Seated Cable Row (Pulley),Back,160.0,12,,,
2020-09-24,Face Pull (Pulley),Back,35.0,20,,,
2020-09-24,Face Pull (Pulley),Back,35.0,20,,,
2020-09-24,Face Pull (Pulley),Back,35.0,20,,,
2020-09-24,Face Pull (Pulley),Back,35.0,20,,,
2020-09-24,Face Pull (Pulley),Back,35.0,20,,,
2020-09-24,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2020-09-24,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2020-09-24,Dumbbell Hammer Curl,Biceps,15.0,11,,,
2020-09-24,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2020-09-24,Dumbbell Curl,Biceps,15.0,10,,,
2020-09-24,Dumbbell Curl,Biceps,15.0,9,,,
2020-09-24,Dumbbell Curl,Biceps,15.0,9,,,
2020-09-24,Dumbbell Curl,Biceps,15.0,9,,,
2020-09-25,Overhead Press,Shoulders,45.0,10,,,
2020-09-25,Overhead Press,Shoulders,65.0,8,,,
2020-09-25,Overhead Press,Shoulders,75.0,4,,,
2020-09-25,Overhead Press,Shoulders,90.0,5,,,
2020-09-25,Overhead Press,Shoulders,90.0,5,,,
2020-09-25,Overhead Press,Shoulders,90.0,4,,,
2020-09-25,Overhead Press,Shoulders,90.0,5,,,
2020-09-25,Overhead Press,Shoulders,90.0,5,,,
2020-09-25,Flat Barbell Bench Press,Chest,45.0,12,,,
2020-09-25,Flat Barbell Bench Press,Chest,95.0,10,,,
2020-09-25,Flat Barbell Bench Press,Chest,105.0,12,,,
2020-09-25,Flat Barbell Bench Press,Chest,105.0,12,,,
2020-09-25,Flat Barbell Bench Press,Chest,105.0,12,,,
2020-09-25,Incline Dumbbell Bench Press,Chest,25.0,12,,,
2020-09-25,Incline Dumbbell Bench Press,Chest,25.0,12,,,
2020-09-25,Incline Dumbbell Bench Press,Chest,25.0,10,,,
2020-09-25,Lateral Dumbbell Raise,Shoulders,10.0,20,,,
2020-09-25,Rope Push Down,Triceps,75.0,12,,,
2020-09-25,Rope Push Down,Triceps,75.0,12,,,
2020-09-25,Lateral Dumbbell Raise,Shoulders,10.0,15,,,
2020-09-25,Rope Push Down,Triceps,75.0,12,,,
2020-09-25,Lateral Dumbbell Raise,Shoulders,10.0,20,,,
2020-09-25,Cable Overhead Triceps Extension,Triceps,55.0,12,,,
2020-09-25,Lateral Dumbbell Raise,Shoulders,10.0,15,,,
2020-09-25,Cable Overhead Triceps Extension,Triceps,55.0,12,,,
2020-09-25,Lateral Dumbbell Raise,Shoulders,10.0,15,,,
2020-09-25,Cable Overhead Triceps Extension,Triceps,55.0,12,,,
2020-09-25,Lateral Dumbbell Raise,Shoulders,10.0,20,,,
2020-09-26,Barbell Squat,Legs,45.0,10,,,
2020-09-26,Barbell Squat,Legs,95.0,8,,,
2020-09-26,Barbell Squat,Legs,135.0,5,,,
2020-09-26,Barbell Squat,Legs,165.0,3,,,
2020-09-26,Barbell Squat,Legs,185.0,5,,,
2020-09-26,Barbell Squat,Legs,185.0,5,,,
2020-09-26,Barbell Squat,Legs,185.0,8,,,
2020-09-26,Hip Thrust,Legs,95.0,12,,,
2020-09-26,Hip Thrust,Legs,95.0,12,,,
2020-09-26,Romanian Deadlift,Legs,95.0,12,,,
2020-09-26,Romanian Deadlift,Legs,95.0,12,,,
2020-09-26,Romanian Deadlift,Legs,95.0,12,,,
2020-09-26,Barbell Front Squat,Legs,75.0,12,,,
2020-09-26,Barbell Front Squat,Legs,75.0,12,,,
2020-09-26,Barbell Front Squat,Legs,75.0,12,,,
2020-09-26,Lying Leg Curl,Legs,55.0,12,,,
2020-09-26,Lying Leg Curl,Legs,55.0,12,,,
2020-09-26,Lying Leg Curl,Legs,55.0,12,,,
2020-09-26,Hip Thrust,Legs,95.0,12,,,
2020-09-28,Deadlift,Back,135.0,5,,,
2020-09-28,Deadlift,Back,155.0,5,,,
2020-09-28,Deadlift,Back,175.0,5,,,
2020-09-28,Deadlift,Back,205.0,5,,,
2020-09-28,Deadlift,Back,235.0,6,,,
2020-09-28,Lat Pulldown (Pulley),Back,90.0,12,,,
2020-09-28,Lat Pulldown (Pulley),Back,155.0,12,,,
2020-09-28,Lat Pulldown (Pulley),Back,155.0,12,,,
2020-09-28,Lat Pulldown (Pulley),Back,155.0,12,,,
2020-09-28,V-Grip Seated Cable Row (Pulley),Back,170.0,12,,,
2020-09-28,V-Grip Seated Cable Row (Pulley),Back,170.0,12,,,
2020-09-28,V-Grip Seated Cable Row (Pulley),Back,170.0,12,,,
2020-09-28,Face Pull (Pulley),Back,40.0,20,,,
2020-09-28,Face Pull (Pulley),Back,40.0,20,,,
2020-09-28,Face Pull (Pulley),Back,40.0,18,,,
2020-09-28,Face Pull (Pulley),Back,40.0,15,,,
2020-09-28,Face Pull (Pulley),Back,40.0,15,,,
2020-09-28,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2020-09-28,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2020-09-28,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2020-09-28,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2020-09-28,Dumbbell Curl,Biceps,15.0,12,,,
2020-09-28,Dumbbell Curl,Biceps,15.0,11,,,
2020-09-28,Dumbbell Curl,Biceps,15.0,10,,,
2020-09-28,Dumbbell Curl,Biceps,15.0,8,,,
2020-09-29,Flat Barbell Bench Press,Chest,45.0,12,,,
2020-09-29,Flat Barbell Bench Press,Chest,95.0,10,,,
2020-09-29,Flat Barbell Bench Press,Chest,115.0,5,,,
2020-09-29,Flat Barbell Bench Press,Chest,135.0,5,,,
2020-09-29,Flat Barbell Bench Press,Chest,135.0,5,,,
2020-09-29,Flat Barbell Bench Press,Chest,135.0,5,,,
2020-09-29,Flat Barbell Bench Press,Chest,135.0,5,,,
2020-09-29,Flat Barbell Bench Press,Chest,135.0,8,,,
2020-09-29,Overhead Press,Shoulders,45.0,12,,,
2020-09-29,Overhead Press,Shoulders,60.0,8,,,
2020-09-29,Overhead Press,Shoulders,70.0,12,,,
2020-09-29,Overhead Press,Shoulders,70.0,9,,,
2020-09-29,Overhead Press,Shoulders,70.0,9,,,
2020-09-29,Incline Barbell Bench Press,Chest,80.0,10,,,
2020-09-29,Incline Barbell Bench Press,Chest,80.0,8,,,
2020-09-29,Incline Barbell Bench Press,Chest,80.0,6,,,
2020-09-29,Rope Push Down,Triceps,80.0,12,,,
2020-09-29,Lateral Dumbbell Raise,Shoulders,10.0,20,,,
2020-09-29,Lateral Dumbbell Raise,Shoulders,10.0,20,,,
2020-09-29,Rope Push Down,Triceps,80.0,11,,,
2020-09-29,Rope Push Down,Triceps,80.0,9,,,
2020-09-29,Lateral Dumbbell Raise,Shoulders,10.0,18,,,
2020-09-29,Cable Overhead Triceps Extension,Triceps,60.0,10,,,
2020-09-29,Lateral Dumbbell Raise,Shoulders,10.0,18,,,
2020-09-29,Lateral Dumbbell Raise,Shoulders,10.0,18,,,
2020-09-29,Cable Overhead Triceps Extension,Triceps,60.0,9,,,
2020-09-29,Cable Overhead Triceps Extension,Triceps,60.0,9,,,
2020-09-29,Lateral Dumbbell Raise,Shoulders,10.0,20,,,
2020-09-30,Barbell Squat,Legs,45.0,12,,,
2020-09-30,Barbell Squat,Legs,95.0,10,,,
2020-09-30,Barbell Squat,Legs,135.0,6,,,
2020-09-30,Barbell Squat,Legs,165.0,3,,,
2020-09-30,Barbell Squat,Legs,190.0,5,,,
2020-09-30,Barbell Squat,Legs,190.0,5,,,
2020-09-30,Barbell Squat,Legs,190.0,6,,,
2020-09-30,Hip Thrust,Legs,100.0,12,,,
2020-09-30,Hip Thrust,Legs,100.0,12,,,
2020-09-30,Hip Thrust,Legs,100.0,12,,,
2020-09-30,Romanian Deadlift,Legs,100.0,12,,,
2020-09-30,Romanian Deadlift,Legs,100.0,12,,,
2020-09-30,Romanian Deadlift,Legs,100.0,12,,,
2020-09-30,Barbell Front Squat,Legs,80.0,12,,,
2020-09-30,Barbell Front Squat,Legs,80.0,12,,,
2020-09-30,Barbell Front Squat,Legs,80.0,12,,,
2020-09-30,Lying Leg Curl,Legs,60.0,12,,,
2020-09-30,Lying Leg Curl,Legs,60.0,10,,,
2020-09-30,Lying Leg Curl,Legs,60.0,8,,,
2020-10-01,Bent Over Barbell Row,Back,45.0,12,,,
2020-10-01,Bent Over Barbell Row,Back,75.0,10,,,
2020-10-01,Bent Over Barbell Row,Back,95.0,8,,,
2020-10-01,Bent Over Barbell Row,Back,115.0,5,,,
2020-10-01,Bent Over Barbell Row,Back,135.0,5,,,
2020-10-01,Bent Over Barbell Row,Back,135.0,5,,,
2020-10-01,Bent Over Barbell Row,Back,135.0,5,,,
2020-10-01,Bent Over Barbell Row,Back,135.0,5,,,
2020-10-01,Bent Over Barbell Row,Back,135.0,6,,,
2020-10-01,Lat Pulldown (Pulley),Back,160.0,12,,,
2020-10-01,Lat Pulldown (Pulley),Back,160.0,12,,,
2020-10-01,Lat Pulldown (Pulley),Back,160.0,12,,,
2020-10-01,V-Grip Seated Cable Row (Pulley),Back,180.0,12,,,
2020-10-01,V-Grip Seated Cable Row (Pulley),Back,180.0,10,,,
2020-10-01,V-Grip Seated Cable Row (Pulley),Back,180.0,10,,,
2020-10-01,Face Pull (Pulley),Back,40.0,20,,,
2020-10-01,Face Pull (Pulley),Back,40.0,20,,,
2020-10-01,Face Pull (Pulley),Back,40.0,20,,,
2020-10-01,Face Pull (Pulley),Back,40.0,20,,,
2020-10-01,Face Pull (Pulley),Back,40.0,20,,,
2020-10-01,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2020-10-01,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2020-10-01,Dumbbell Hammer Curl,Biceps,15.0,11,,,
2020-10-01,Dumbbell Hammer Curl,Biceps,15.0,10,,,
2020-10-01,Dumbbell Curl,Biceps,15.0,10,,,
2020-10-01,Dumbbell Curl,Biceps,15.0,8,,,
2020-10-01,Dumbbell Curl,Biceps,15.0,8,,,
2020-10-01,Dumbbell Curl,Biceps,15.0,8,,,
2020-10-02,Overhead Press,Shoulders,45.0,12,,,
2020-10-02,Overhead Press,Shoulders,55.0,10,,,
2020-10-02,Overhead Press,Shoulders,65.0,8,,,
2020-10-02,Overhead Press,Shoulders,85.0,3,,,
2020-10-02,Overhead Press,Shoulders,90.0,5,,,
2020-10-02,Overhead Press,Shoulders,90.0,5,,,
2020-10-02,Overhead Press,Shoulders,90.0,5,,,
2020-10-02,Overhead Press,Shoulders,90.0,5,,,
2020-10-02,Overhead Press,Shoulders,90.0,6,,,
2020-10-02,Flat Barbell Bench Press,Chest,45.0,12,,,
2020-10-02,Flat Barbell Bench Press,Chest,75.0,10,,,
2020-10-02,Flat Barbell Bench Press,Chest,95.0,8,,,
2020-10-02,Flat Barbell Bench Press,Chest,110.0,12,,,
2020-10-02,Flat Barbell Bench Press,Chest,110.0,11,,,
2020-10-02,Flat Barbell Bench Press,Chest,110.0,8,,,
2020-10-02,Incline Dumbbell Bench Press,Chest,25.0,12,,,
2020-10-02,Incline Dumbbell Bench Press,Chest,25.0,12,,,
2020-10-02,Incline Dumbbell Bench Press,Chest,25.0,12,,,
2020-10-02,Rope Push Down,Triceps,80.0,12,,,
2020-10-02,Lateral Dumbbell Raise,Shoulders,10.0,20,,,
2020-10-02,Lateral Dumbbell Raise,Shoulders,10.0,20,,,
2020-10-02,Rope Push Down,Triceps,80.0,12,,,
2020-10-02,Rope Push Down,Triceps,80.0,12,,,
2020-10-02,Lateral Dumbbell Raise,Shoulders,10.0,20,,,
2020-10-02,Cable Overhead Triceps Extension,Triceps,60.0,12,,,
2020-10-02,Lateral Dumbbell Raise,Shoulders,10.0,20,,,
2020-10-02,Cable Overhead Triceps Extension,Triceps,60.0,10,,,
2020-10-02,Lateral Dumbbell Raise,Shoulders,10.0,20,,,
2020-10-02,Cable Overhead Triceps Extension,Triceps,60.0,10,,,
2020-10-02,Lateral Dumbbell Raise,Shoulders,10.0,20,,,
2020-10-03,Barbell Squat,Legs,45.0,12,,,
2020-10-03,Barbell Squat,Legs,95.0,10,,,
2020-10-03,Barbell Squat,Legs,135.0,6,,,
2020-10-03,Barbell Squat,Legs,165.0,3,,,
2020-10-03,Barbell Squat,Legs,185.0,1,,,
2020-10-03,Barbell Squat,Legs,195.0,5,,,
2020-10-03,Barbell Squat,Legs,195.0,5,,,
2020-10-03,Barbell Squat,Legs,195.0,6,,,
2020-10-03,Hip Thrust,Legs,105.0,12,,,
2020-10-03,Hip Thrust,Legs,105.0,12,,,
2020-10-03,Hip Thrust,Legs,105.0,12,,,
2020-10-03,Romanian Deadlift,Legs,105.0,12,,,
2020-10-03,Romanian Deadlift,Legs,105.0,12,,,
2020-10-03,Romanian Deadlift,Legs,105.0,12,,,
2020-10-03,Barbell Front Squat,Legs,85.0,8,,,
2020-10-03,Barbell Front Squat,Legs,85.0,8,,,
2020-10-03,Barbell Front Squat,Legs,85.0,8,,,
2020-10-03,Lying Leg Curl,Legs,60.0,12,,,
2020-10-03,Lying Leg Curl,Legs,60.0,12,,,
2020-10-03,Lying Leg Curl,Legs,60.0,10,,,